episode_uid,subject,session_stamp,vehicle_file,episode_index_in_record,episode_start_s,episode_end_s,episode_duration_s,condition_peak_s,vehicle_response_onset_s,driver_action_onset_s,vehicle_peak_s,driver_peak_s,response_order,driver_minus_vehicle_onset_s,vehicle_risk_level,vehicle_component_count,vehicle_score_peak,condition_score_peak,driver_score_peak,driver_response_type,anchor_quality,is_low_mu_context,is_curve_context,is_roll_context,is_lateral_dynamic_context,min_mu,median_speed_kmh,peak_abs_ay,peak_abs_yaw_rate,peak_abs_roll_rate,peak_abs_roll,steer_angle_range,steer_rate_peak,brake_range,speed_range_kmh,lat_offset_range,recommended_model_window_start_s,recommended_model_window_end_s,road_module_names,road_design_categories,nearest_road_candidate_s,nearest_road_candidate_delta_s,episode_group_id,episode_group_cn,episode_reason_cn,recommended_task_cn,review_panel_path,trajectory_3d_path,has_review_panel_v1_1,has_trajectory_3d_v1_1,manual_decision_v1_1,manual_decision_reason_v1_1,is_train_candidate_v1_1,is_control_candidate_v1_1,is_discarded_v1_1,raw_feature_ok_v1_2,z_range_v1_2,z_rate_peak_v1_2,pitch_range_v1_2,pitch_rate_peak_v1_2,lat_offset_range_raw_v1_2,speed_range_raw_v1_2,brake_range_raw_v1_2,roll_range_raw_v1_2,ay_abs_peak_raw_v1_2,yaw_rate_abs_peak_raw_v1_2,duration_over_15s_v1_2,duration_over_20s_v1_2,height_jump_suspected_v1_2,pitch_jump_suspected_v1_2,lat_offset_extreme_suspected_v1_2,speed_range_extreme_suspected_v1_2,offroad_or_road_recovery_suspected_v1_2,v1_2_decision,v1_2_decision_cn,v1_2_decision_detail_cn,is_train_candidate_v1_2,is_deferred_v1_2,is_control_candidate_v1_2,is_discarded_v1_2,review_panel_v1_2_path
rec_v1_byx_2025_09_28_17_05_51_0003,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,3,85.52,115.09,29.570000000000007,88.915,87.885,85.535,88.915,89.78,驾驶员先动,-2.3500000000000085,极强,5,4.0,4.0,4.0,方向盘快速操作,正常,True,False,True,True,0.8,40.35862647058824,12.06524705882353,1.8120329411764708,2.808229117647059,0.708968794117647,5.632015588235294,11.45355259516015,0.465048,139.62932352941175,22.739167058823533,83.52,117.09,curve1|middle_section,弯道路段|连续超车负荷事件段,95.64,-4.665000000000006,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_05_51_0003.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_05_51_0003.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_05_51_0003_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.951245,2.7467129999974333,0.511833,1.73847,22.803919999999998,139.637,0.465048,1.117125,12.1978,1.81476,True,True,False,True,True,True,True,defer_offroad_recovery_long,持续时间超过 20 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,持续时间 29.57 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,False,True,False,False,
rec_v1_byx_2025_09_28_17_05_51_0005,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,5,158.04,183.55,25.51000000000002,159.71,158.81,158.06,159.71,178.91,驾驶员先动,-0.75,极强,5,4.0,4.0,4.0,方向盘快速操作,正常,True,True,True,True,0.8,91.6337411764706,6.704544411764705,0.3955263235294117,0.4701772647058824,0.0947753647058823,4.664638235294118,15.97875294118921,0.529244,36.27670882352941,3.4680785294117644,156.04,185.55,curve1,弯道路段,171.265,0.4699999999999704,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_05_51_0005.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_05_51_0005.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_05_51_0005_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,7.002543,1.3374999999957708,0.0848415954,0.108045,3.49884,36.287800000000004,0.529244,0.1879764,6.71268,0.396939,True,True,True,False,False,False,True,defer_offroad_recovery_long,持续时间超过 20 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,持续时间 25.51 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,False,True,False,False,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\04_疑似上下马路或路外恢复\0005_rec_v1_byx_2025_09_28_17_05_51_0005.png
rec_v1_byx_2025_09_28_17_05_51_0010,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,10,298.44,320.935,22.495000000000005,303.185,302.835,298.455,303.185,304.925,驾驶员先动,-4.379999999999996,极强,5,4.0,4.0,4.0,方向盘快速操作,正常,False,True,True,True,1.0,104.51004411764706,11.30594411764706,0.449727088235294,0.9368827058823528,0.1620286176470588,4.996278823529412,9.528320830446482,0.408752,45.73223529411766,3.476945882352941,296.44,322.935,curve2|middle_section,弯道路段|连续超车负荷事件段,305.59,-4.097500000000025,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_05_51_0010.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_05_51_0010.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_05_51_0010_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,5.90464,0.8900000000007822,0.05390994,0.154338,3.49787,45.749099999999984,0.408752,0.283178,11.8238,0.453681,True,True,True,False,False,False,True,defer_offroad_recovery_long,持续时间超过 20 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,持续时间 22.50 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,False,True,False,False,
rec_v1_byx_2025_09_28_17_05_51_0018,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,18,483.875,503.375,19.5,484.72,484.68,486.16,484.72,497.57,车辆先变化,1.4800000000000182,极强,5,4.0,4.0,2.522584656280676,方向盘快速操作,正常,False,True,True,True,1.0,106.13525,6.987259411764706,0.2966505588235294,0.8128716764705882,0.098329894117647,3.135442058823529,5.525936851214515,0.0,20.19149999999999,3.728177058823529,481.875,505.375,differentmu_road,低附着路段,492.111,-1.51400000000001,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_05_51_0018.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_05_51_0018_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.0965000000000007,0.5950000000007094,0.0497694,0.338693,3.76385,20.198000000000008,0.0,0.18322280000000002,7.01236,0.307131,True,False,False,False,False,False,False,review_duration_15_20s,持续时间 15-20 秒，接近或超过常规事件上限，先进入复核而不直接训练,持续时间 19.50 秒，接近或超过常规事件上限，先进入复核而不直接训练,False,True,False,False,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\03_15到20秒_需要复核\0018_rec_v1_byx_2025_09_28_17_05_51_0018.png
rec_v1_byx_2025_09_28_17_15_52_0006,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,6,130.485,147.41,16.924999999999983,130.5,130.495,133.485,130.5,141.915,车辆先变化,2.990000000000009,极强,5,4.0,4.0,4.0,方向盘快速操作,可能切在事件中段,True,True,True,True,0.8,89.0715294117647,13.603026470588237,0.7816950294117646,1.3972270588235296,0.3129507352941176,5.07837588235294,13.346413840843471,0.0,22.91365294117648,3.637906764705882,128.485,149.41,curve1,弯道路段,141.975,3.0275000000000034,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_15_52_0006.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_边界复核样本\rec_v1_byx_2025_09_28_17_15_52_0006.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_15_52_0006_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,6.959602,2.279500000002031,0.1112444,0.600612,3.65215,22.916950000000014,0.0,0.513709,13.8689,0.786623,True,False,True,False,False,False,True,defer_offroad_recovery,高度/俯仰/横向偏移特征提示可能是上下马路或路外恢复，先不进入主训练,高度/俯仰/横向偏移特征提示可能是上下马路或路外恢复，先不进入主训练,False,True,False,False,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\04_疑似上下马路或路外恢复\0028_rec_v1_byx_2025_09_28_17_15_52_0006.png
rec_v1_byx_2025_09_28_17_15_52_0007,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,7,163.885,200.55,36.66500000000002,164.405,164.14,164.05,164.405,168.225,驾驶员先动,-0.0899999999999749,极强,5,4.0,4.0,4.0,方向盘快速操作,正常,True,False,True,True,0.8,139.83451470588233,7.268710882352941,0.3290892941176471,0.5341413529411765,0.0972551264705882,3.647189117647059,17.282746712797532,0.0,24.79855882352939,3.465107058823529,161.885,202.55,fix_road|middle_section,施工/维修变道/道路受限|连续超车负荷事件段,175.805,-6.412499999999994,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_15_52_0007.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_15_52_0007.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_15_52_0007_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.01188999999999929,0.07200000000000273,0.00756128,0.0360252,3.4970499999999998,24.80450000000002,0.0,0.17771520000000002,7.32192,0.329674,True,True,False,False,False,False,False,defer_long_merged,持续时间超过 20 秒，不符合单个事件通常只有十几秒的实验逻辑，疑似多个过程误合并,持续时间 36.67 秒，不符合单个事件通常只有十几秒的实验逻辑，疑似多个过程误合并,False,True,False,False,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_2_cleaned\figures\review_panels_v1_2\05_超长误合并_需要拆分\0029_rec_v1_byx_2025_09_28_17_15_52_0007.png
rec_v1_byx_2025_09_28_17_15_52_0010,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,10,262.35,284.1,21.75,266.145,264.065,262.365,266.145,262.455,驾驶员先动,-1.6999999999999886,极强,5,4.0,4.0,3.2,方向盘快速操作,正常,False,True,True,True,1.0,97.34434117647058,6.091360294117648,0.2847461764705882,0.2873548529411764,0.0822206617647058,2.4381614705882355,5.533153460212647,0.463063,53.42396764705882,3.4888291176470587,260.35,286.1,curve2|middle_section,弯道路段|连续超车负荷事件段,267.205,-6.020000000000039,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\conservative_extreme_保守\弱操作极限样本\rec_v1_byx_2025_09_28_17_15_52_0010.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_15_52_0010.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\trajectory_3d_static\rec_v1_byx_2025_09_28_17_15_52_0010_3d.png,True,True,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,5.872089999999999,0.7560000000014497,0.04978327,0.140438,3.49892,53.4367,0.463063,0.1507706,6.09988,0.285065,True,True,True,False,False,False,True,defer_offroad_recovery_long,持续时间超过 20 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,持续时间 21.75 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,False,True,False,False,
rec_v1_byx_2025_09_28_17_15_52_0020,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,20,470.93,486.63,15.699999999999989,471.38,471.375,477.525,471.38,478.79,车辆先变化,6.149999999999977,极强,5,4.0,4.0,2.691821919896685,方向盘快速操作,正常,True,False,True,True,0.8,125.90188235294116,6.301909705882353,0.2810699705882353,0.481699,0.0877769882352941,3.052964411764705,6.638529411770326,0.0,23.197235294117647,3.4695897058823526,468.93,488.63,differentmu_road,低附着路段,475.385,-3.394999999999982,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_15_52_0020.png;F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\review_需要复核\rec_v1_byx_2025_09_28_17_15_52_0020.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.008999999999998565,0.04500000000007276,0.00973069,0.017379,3.4987,23.20299999999999,0.0,0.16484490000000002,6.3054,0.281498,True,False,False,False,False,False,False,review_duration_15_20s,持续时间 15-20 秒，接近或超过常规事件上限，先进入复核而不直接训练,持续时间 15.70 秒，接近或超过常规事件上限，先进入复核而不直接训练,False,True,False,False,
rec_v1_byx_2025_09_28_17_25_18_0002,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,2,52.935,60.144,7.208999999999996,54.499,53.359,52.955,54.499,55.085,驾驶员先动,-0.4040000000000034,极强,5,4.0,4.0,4.0,方向盘快速操作,正常,True,False,True,True,0.8,85.07120952380953,10.060460714285714,1.701577857142857,0.949342119047619,0.2666961428571428,4.670619761904762,33.710614512450604,0.404823,134.39151190476193,13.843645714285714,50.935,62.144,middle_section,连续超车负荷事件段,56.14,-0.3995000000000033,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0002.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.5939753,3.4879750000087597,0.3015175,1.62607,13.96743,134.40759999999997,0.40482300000000004,0.3395645,10.2162,1.70652,False,False,True,True,False,True,True,defer_offroad_recovery,高度/俯仰/横向偏移特征提示可能是上下马路或路外恢复，先不进入主训练,高度/俯仰/横向偏移特征提示可能是上下马路或路外恢复，先不进入主训练,False,True,False,False,
rec_v1_byx_2025_09_28_17_25_18_0003,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,3,63.67,88.78,25.11,69.265,66.06,63.749,69.265,88.419,驾驶员先动,-2.311,极强,5,4.0,4.0,3.0986096686322284,方向盘快速操作,正常,True,False,True,True,0.8,38.462516666666666,4.937921904761905,0.4032830714285714,2.400798095238095,0.3391079523809523,3.9155757142857137,15.041519047626204,0.3295419999999999,66.12103095238093,54.79438714285714,61.67,90.78,middle_section,连续超车负荷事件段,79.844,3.619,core_extreme,核心极限样本,车辆动态强且驾驶员转向明显,多输出轨迹预测,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v1_0\figures\review_panels\core_extreme_核心极限样本\rec_v1_byx_2025_09_28_17_25_18_0003.png,,True,False,保留为主训练候选,用户已初步复核，核心/保守弱操作/次级样本整体可保留,True,False,False,True,0.777939,4.632074999975174,0.44221200000000005,1.56708,54.92914,66.1245,0.329542,0.572281,5.73925,0.41043,True,True,True,True,True,False,True,defer_offroad_recovery_long,持续时间超过 20 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,持续时间 25.11 秒且存在高度/俯仰/横向偏移异常，疑似上下马路或路外恢复误合并,False,True,False,False,
