seed,fold,population,model,subject_alias,channel,windows,mae,rmse,endpoint_mae
20260904,1,all_continuous,hold,S002,steer_deg,17302,4.730258941650391,10.980718612670898,8.144220352172852
20260904,1,all_continuous,hold,S002,brake,17302,0.008326726965606213,0.031246796250343323,0.014389769174158573
20260904,1,all_continuous,hold,S002,accelerator,17302,0.04310305044054985,0.07978589832782745,0.05869891867041588
20260904,1,all_continuous,hold,S002,speed_kmh,17302,1.062835454940796,1.9751102924346924,2.0083446502685547
20260904,1,all_continuous,hold,S002,action_macro,17302,0.6582157611846924,1.608302116394043,1.0302058458328247
20260904,1,all_continuous,hold,S008,steer_deg,3381,4.888128280639648,12.3826322555542,8.280614852905273
20260904,1,all_continuous,hold,S008,brake,3381,0.003929166588932276,0.02753484435379505,0.006671898066997528
20260904,1,all_continuous,hold,S008,accelerator,3381,0.03418029472231865,0.05199575051665306,0.037114329636096954
20260904,1,all_continuous,hold,S008,speed_kmh,3381,0.8911339044570923,2.5381860733032227,1.6810606718063354
20260904,1,all_continuous,hold,S008,action_macro,3381,0.5799383521080017,1.583021640777588,0.8439491987228394
20260904,1,all_continuous,hold,S016,steer_deg,8541,12.469799041748047,27.254249572753906,21.453861236572266
20260904,1,all_continuous,hold,S016,brake,8541,0.01805565506219864,0.06860241293907166,0.031999845057725906
20260904,1,all_continuous,hold,S016,accelerator,8541,0.06288427859544754,0.12895993888378143,0.09293095767498016
20260904,1,all_continuous,hold,S016,speed_kmh,8541,1.606245756149292,2.9435224533081055,3.022139549255371
20260904,1,all_continuous,hold,S016,action_macro,8541,1.3709194660186768,3.5705530643463135,2.263129472732544
20260904,1,all_continuous,hold,S018,steer_deg,2422,3.622873544692993,7.867610931396484,6.166097164154053
20260904,1,all_continuous,hold,S018,brake,2422,0.012030933983623981,0.06499012559652328,0.01949760690331459
20260904,1,all_continuous,hold,S018,accelerator,2422,0.049395330250263214,0.09425971657037735,0.06948500871658325
20260904,1,all_continuous,hold,S018,speed_kmh,2422,1.130171775817871,2.0070836544036865,2.10548734664917
20260904,1,all_continuous,hold,S018,action_macro,2422,0.651033341884613,1.6041004657745361,1.0042905807495117
20260904,1,all_continuous,hold,S020,steer_deg,13257,18.355731964111328,41.30299758911133,29.697711944580078
20260904,1,all_continuous,hold,S020,brake,13257,0.023083331063389778,0.09420189261436462,0.038171954452991486
20260904,1,all_continuous,hold,S020,accelerator,13257,0.0651465430855751,0.1449752002954483,0.09861189126968384
20260904,1,all_continuous,hold,S020,speed_kmh,13257,1.9134770631790161,3.4061615467071533,3.6067955493927
20260904,1,all_continuous,hold,S020,action_macro,13257,1.8119144439697266,5.1702423095703125,2.8917396068573
20260904,1,all_continuous,hold,S021,steer_deg,2770,4.360586166381836,8.117887496948242,7.079601287841797
20260904,1,all_continuous,hold,S021,brake,2770,0.006473965477198362,0.036039143800735474,0.01166053768247366
20260904,1,all_continuous,hold,S021,accelerator,2770,0.05000333487987518,0.09210686385631561,0.07151088118553162
20260904,1,all_continuous,hold,S021,speed_kmh,2770,1.310429573059082,2.4343762397766113,2.468353033065796
20260904,1,all_continuous,hold,S021,action_macro,2770,0.6672211289405823,1.477497935295105,1.0264495611190796
20260904,1,all_continuous,hold,S025,steer_deg,3860,4.7177734375,14.889493942260742,8.33398723602295
20260904,1,all_continuous,hold,S025,brake,3860,0.008655166253447533,0.03831207752227783,0.01402030885219574
20260904,1,all_continuous,hold,S025,accelerator,3860,0.03272513300180435,0.04934550076723099,0.03653795272111893
20260904,1,all_continuous,hold,S025,speed_kmh,3860,1.0385510921478271,2.3617513179779053,1.9694948196411133
20260904,1,all_continuous,hold,S025,action_macro,3860,0.5903868079185486,1.8644927740097046,0.892654299736023
20260904,1,all_continuous,hold,S026,steer_deg,3700,6.5148701667785645,14.998661041259766,11.170395851135254
20260904,1,all_continuous,hold,S026,brake,3700,0.022064000368118286,0.08181547373533249,0.038612283766269684
20260904,1,all_continuous,hold,S026,accelerator,3700,0.049878668040037155,0.0961926132440567,0.06851640343666077
20260904,1,all_continuous,hold,S026,speed_kmh,3700,1.5350866317749023,2.854032516479492,2.8926568031311035
20260904,1,all_continuous,hold,S026,action_macro,3700,0.9139425158500671,2.2640016078948975,1.4588842391967773
20260904,1,all_continuous,hold,S027,steer_deg,3981,3.438535451889038,10.7891206741333,5.978436470031738
20260904,1,all_continuous,hold,S027,brake,3981,0.00950387492775917,0.0393243283033371,0.015657629817724228
20260904,1,all_continuous,hold,S027,accelerator,3981,0.034422680735588074,0.054540932178497314,0.04019239544868469
20260904,1,all_continuous,hold,S027,speed_kmh,3981,1.0396934747695923,2.1525440216064453,1.9788877964019775
20260904,1,all_continuous,hold,S027,action_macro,3981,0.522079348564148,1.4679523706436157,0.7708959579467773
20260904,1,all_continuous,hold,S034,steer_deg,14121,8.252948760986328,21.947858810424805,13.74910831451416
20260904,1,all_continuous,hold,S034,brake,14121,0.019666342064738274,0.06221604719758034,0.031290505081415176
20260904,1,all_continuous,hold,S034,accelerator,14121,0.07516908645629883,0.1447400003671646,0.11222156882286072
20260904,1,all_continuous,hold,S034,speed_kmh,14121,1.6291686296463013,2.7915542125701904,3.0610013008117676
20260904,1,all_continuous,hold,S034,action_macro,14121,1.182432770729065,3.1196441650390625,1.873354196548462
20260904,1,all_continuous,hold,S037,steer_deg,24280,12.840062141418457,30.302732467651367,22.04767608642578
20260904,1,all_continuous,hold,S037,brake,24280,0.01412058062851429,0.06104249507188797,0.024832630529999733
20260904,1,all_continuous,hold,S037,accelerator,24280,0.05876992270350456,0.12211014330387115,0.08683706074953079
20260904,1,all_continuous,hold,S037,speed_kmh,24280,1.5879095792770386,3.0522077083587646,2.9897117614746094
20260904,1,all_continuous,hold,S037,action_macro,24280,1.3419411182403564,3.8377528190612793,2.2143096923828125
20260904,1,all_continuous,hold,S038,steer_deg,3026,6.985621452331543,26.276514053344727,11.705458641052246
20260904,1,all_continuous,hold,S038,brake,3026,0.014155960641801357,0.0585157535970211,0.024410659447312355
20260904,1,all_continuous,hold,S038,accelerator,3026,0.04060640558600426,0.07658563554286957,0.05389378219842911
20260904,1,all_continuous,hold,S038,speed_kmh,3026,1.6451901197433472,3.1425936222076416,3.100684642791748
20260904,1,all_continuous,hold,S038,action_macro,3026,0.8307905197143555,3.2318203449249268,1.3023935556411743
20260904,1,all_continuous,linear,S002,steer_deg,17302,6.360517501831055,15.677321434020996,12.929317474365234
20260904,1,all_continuous,linear,S002,brake,17302,0.035623062402009964,0.04912528395652771,0.04396180808544159
20260904,1,all_continuous,linear,S002,accelerator,17302,0.057534653693437576,0.09821120649576187,0.08900868892669678
20260904,1,all_continuous,linear,S002,speed_kmh,17302,0.3150945007801056,1.4276459217071533,0.7003135085105896
20260904,1,all_continuous,linear,S002,action_macro,17302,1.0450860261917114,2.2101759910583496,1.7484244108200073
20260904,1,all_continuous,linear,S008,steer_deg,3381,6.646208763122559,15.685371398925781,13.101576805114746
20260904,1,all_continuous,linear,S008,brake,3381,0.03378577157855034,0.05171189084649086,0.03801340237259865
20260904,1,all_continuous,linear,S008,accelerator,3381,0.04924146831035614,0.07039590179920197,0.06809781491756439
20260904,1,all_continuous,linear,S008,speed_kmh,3381,0.2932012379169464,2.583749294281006,0.6121236085891724
20260904,1,all_continuous,linear,S008,action_macro,3381,0.9965953826904297,2.0730907917022705,1.5808464288711548
20260904,1,all_continuous,linear,S016,steer_deg,8541,18.502330780029297,42.32658004760742,36.7034912109375
20260904,1,all_continuous,linear,S016,brake,8541,0.048988088965415955,0.09339719265699387,0.06815589219331741
20260904,1,all_continuous,linear,S016,accelerator,8541,0.0806068554520607,0.14530061185359955,0.12899863719940186
20260904,1,all_continuous,linear,S016,speed_kmh,8541,0.6482365727424622,1.7676506042480469,1.4619754552841187
20260904,1,all_continuous,linear,S016,action_macro,8541,2.097454786300659,5.278753280639648,3.761263370513916
20260904,1,all_continuous,linear,S018,steer_deg,2422,4.885085105895996,10.245165824890137,9.6815185546875
20260904,1,all_continuous,linear,S018,brake,2422,0.036373768001794815,0.07674411684274673,0.045189350843429565
20260904,1,all_continuous,linear,S018,accelerator,2422,0.06469716131687164,0.11533357203006744,0.10159118473529816
20260904,1,all_continuous,linear,S018,speed_kmh,2422,0.3488520681858063,1.135854721069336,0.7674911618232727
20260904,1,all_continuous,linear,S018,action_macro,2422,0.9994785189628601,1.9895670413970947,1.6239715814590454
20260904,1,all_continuous,linear,S020,steer_deg,13257,28.748876571655273,67.04061126708984,55.60130310058594
20260904,1,all_continuous,linear,S020,brake,13257,0.051759377121925354,0.11209007352590561,0.07050886750221252
20260904,1,all_continuous,linear,S020,accelerator,13257,0.07865705341100693,0.15663555264472961,0.1246042251586914
20260904,1,all_continuous,linear,S020,speed_kmh,13257,0.7488402724266052,1.983113408088684,1.637661099433899
20260904,1,all_continuous,linear,S020,action_macro,13257,2.7860350608825684,8.054340362548828,5.007507801055908
20260904,1,all_continuous,linear,S021,steer_deg,2770,6.054586410522461,10.748473167419434,11.482132911682129
20260904,1,all_continuous,linear,S021,brake,2770,0.03434709832072258,0.0467146560549736,0.04018720984458923
